"K1","ko"
"ko:K18726",""
"ko:K11643","ko05203"
"ko:K15304","ko05166"
"ko:K13458","ko04626"
"ko:K01255","ko01100"
"ko:K16629","ko04974"
"ko:K19787","ko01100"
"ko:K20096",""
"ko:K10455",""
"ko:K04906",""
"ko:K00384","ko00450"
"ko:K15987",""
"ko:K02693","ko01100"
"ko:K06752","ko05416"
"ko:K03680","ko05168"
"ko:K06106","ko05205"
"ko:K19944",""
"ko:K01047","ko04975"
"ko:K11519","ko05022"
"ko:K01017","ko00532"
"ko:K21104","ko01120"
"ko:K15504",""
"ko:K04709","ko01100"
"ko:K12348","ko04142"
"ko:K03114","ko04113"
"ko:K00003","ko01230"
"ko:K00836","ko01230"
"ko:K01832","ko04611"
"ko:K00700","ko01110"
"ko:K17262",""
"ko:K03754","ko05168"
"ko:K12449","ko01250"
"ko:K02537","ko05166"
"ko:K00953","ko01240"
"ko:K14432","ko04075"
"ko:K01466","ko01120"
"ko:K05122","ko04310"
"ko:K08911","ko01100"
"ko:K03881","ko05415"
"ko:K13113","ko04212"
"ko:K00652","ko01240"
"ko:K00275","ko01240"
"ko:K08288","ko04141"
"ko:K12979","ko00540"
"ko:K03691","ko00514"
"ko:K02923","ko05171"
"ko:K14407","ko03015"
"ko:K03800","ko01240"
"ko:K00508","ko01100"
"ko:K10773","ko03410"
"ko:K15445",""
"ko:K00778","ko01100"
"ko:K00914","ko05167"
"ko:K14525","ko03008"
"ko:K15746","ko01110"
"ko:K08741",""
"ko:K22132",""
"ko:K09123","ko00330"
"ko:K11854",""
"ko:K02691","ko01100"
"ko:K10758",""
"ko:K01050",""
"ko:K02920","ko05171"
"ko:K16609",""
"ko:K00293","ko01230"
"ko:K13614",""
"ko:K01024","ko00534"
"ko:K00902","ko01100"
"ko:K08066","ko05152"
"ko:K03637","ko04122"
"ko:K21749","ko01250"
"ko:K10407","ko05132"
"ko:K00473","ko01100"
"ko:K17263",""
"ko:K18010","ko01110"
"ko:K15448",""
"ko:K15538",""
"ko:K15410",""
"ko:K12183","ko04144"
"ko:K06195",""
"ko:K10424","ko05132"
"ko:K05864","ko05131"
"ko:K07119","ko00590"
"ko:K10649",""
"ko:K00555",""
"ko:K17292",""
"ko:K18213",""
"ko:K11671","ko03082"
"ko:K13050","ko04979"
"ko:K00042","ko01100"
"ko:K20288",""
"ko:K13181",""
"ko:K00737","ko01100"
"ko:K11578",""
"ko:K12666","ko04141"
"ko:K00761","ko01232"
"ko:K12198","ko04217"
"ko:K08808",""
"ko:K04503","ko05416"
"ko:K13024","ko04070"
"ko:K03844","ko01100"
"ko:K06573","ko04966"
"ko:K08872",""
"ko:K11132",""
"ko:K00766","ko01230"
"ko:K00118",""
"ko:K06886",""
"ko:K01245",""
"ko:K16578",""
"ko:K08823",""
"ko:K19045",""
"ko:K04558","ko05022"
"ko:K06125","ko01240"
"ko:K22001","ko04926"
"ko:K21164","ko01110"
"ko:K06096","ko04979"
"ko:K00227","ko01110"
"ko:K18038",""
"ko:K13125",""
"ko:K18628",""
"ko:K03135","ko03022"
"ko:K03940","ko05415"
"ko:K14638",""
"ko:K08765","ko04936"
"ko:K14782",""
"ko:K14001","ko04141"
"ko:K00263","ko01110"
"ko:K00669","ko01100"
"ko:K09880","ko01100"
"ko:K19906",""
"ko:K02518",""
"ko:K11600","ko03018"
"ko:K06276","ko05417"
"ko:K05801",""
"ko:K08799",""
"ko:K19996",""
"ko:K09118",""
"ko:K01424","ko01110"
"ko:K02685","ko03030"
"ko:K10159","ko05417"
"ko:K09254","ko05203"
"ko:K00045","ko01100"
"ko:K03553","ko03440"
"ko:K20403","ko04150"
"ko:K18980",""
"ko:K16600",""
"ko:K14403","ko03015"
"ko:K03119","ko00920"
"ko:K08119",""
"ko:K02366","ko01100"
"ko:K05917","ko01110"
"ko:K10655","ko04820"
"ko:K15262",""
"ko:K17717","ko01110"
"ko:K00738","ko01100"
"ko:K19511",""
"ko:K10841","ko03420"
"ko:K18270",""
"ko:K08680","ko01240"
"ko:K11129","ko03008"
"ko:K07007","ko00121"
"ko:K03469","ko03030"
"ko:K02715",""
"ko:K11841","ko04139"
"ko:K06910",""
"ko:K01909","ko00071"
"ko:K01195","ko04142"
"ko:K00857","ko01232"
"ko:K14437",""
"ko:K12178",""
"ko:K04990","ko04742"
"ko:K05667","ko04976"
"ko:K00635","ko01100"
"ko:K09586","ko04141"
"ko:K04598",""
"ko:K11096","ko03040"
"ko:K16344","ko04150"
"ko:K12398","ko04142"
"ko:K02907","ko03010"
"ko:K09403",""
"ko:K03842","ko01100"
"ko:K15363","ko03460"
"ko:K01799","ko01120"
"ko:K14786",""
"ko:K01966","ko01200"
"ko:K17900","ko04138"
"ko:K11789","ko05170"
"ko:K16628","ko04974"
"ko:K04981","ko04978"
"ko:K00699","ko05207"
"ko:K08778",""
"ko:K11655","ko03082"
"ko:K09276",""
"ko:K18646",""
"ko:K12076","ko05203"
"ko:K13118",""
"ko:K08866","ko04111"
"ko:K17908","ko05131"
"ko:K12417",""
"ko:K19719","ko05165"
"ko:K06665","ko04111"
"ko:K03771",""
"ko:K17530",""
"ko:K00817","ko01230"
"ko:K02140","ko04714"
"ko:K04438","ko05220"
"ko:K02303","ko01240"
"ko:K13088","ko04657"
"ko:K10870","ko03460"
"ko:K02437","ko01200"
"ko:K14325","ko03015"
"ko:K20100",""
"ko:K17617",""
"ko:K03109","ko03060"
"ko:K02156","ko04320"
"ko:K20002",""
"ko:K06270","ko05205"
"ko:K05677","ko04146"
"ko:K01070","ko01200"
"ko:K10443",""
"ko:K02694","ko01100"
"ko:K19307",""
"ko:K07315",""
"ko:K12734",""
"ko:K01770","ko01110"
"ko:K08740",""
"ko:K20178","ko04148"
"ko:K10423",""
"ko:K00760","ko01232"
"ko:K17095","ko05014"
"ko:K02453","ko05111"
"ko:K19539",""
"ko:K19670","ko01120"
"ko:K03816","ko01232"
"ko:K18827",""
"ko:K20293",""
"ko:K01705","ko01230"
"ko:K01648","ko01120"
"ko:K08762","ko03320"
"ko:K14545","ko03008"
"ko:K14830",""
"ko:K14338","ko01120"
"ko:K15731",""
"ko:K06496","ko05417"
"ko:K07282",""
"ko:K17782",""
"ko:K20526",""
"ko:K18412",""
"ko:K02021",""
"ko:K22073",""
"ko:K04038","ko01110"
"ko:K01448","ko01503"
"ko:K00591","ko01240"
"ko:K10742","ko03030"
"ko:K05591",""
"ko:K13698",""
"ko:K14550","ko03008"
"ko:K16589",""
"ko:K01609","ko01230"
"ko:K04406","ko04010"
"ko:K01639","ko01100"
"ko:K13482","ko01232"
"ko:K09707",""
"ko:K00295","ko01100"
"ko:K00459","ko01100"
"ko:K20165",""
"ko:K10245","ko01212"
"ko:K20362",""
"ko:K08802",""
"ko:K15331",""
"ko:K01923","ko01110"
"ko:K18644","ko04213"
"ko:K15173","ko04918"
"ko:K15689",""
"ko:K04976",""
"ko:K22030","ko04820"
"ko:K01337",""
"ko:K08651",""
"ko:K17777",""
"ko:K22197","ko05225"
"ko:K13239","ko04146"
"ko:K15119",""
"ko:K00823","ko01120"
"ko:K00265","ko01230"
"ko:K20875",""
"ko:K09001","ko01250"
"ko:K14294","ko03015"
"ko:K02605","ko04113"
"ko:K00477","ko04146"
"ko:K05609",""
"ko:K18802",""
"ko:K17218","ko01120"
"ko:K18710",""
"ko:K15101",""
"ko:K19398",""
"ko:K03569",""
"ko:K08073","ko03410"
"ko:K00830","ko04146"
"ko:K15075",""
"ko:K04682","ko04350"
"ko:K08337","ko04613"
"ko:K04421","ko05235"
"ko:K15509",""
"ko:K22319",""
"ko:K20607","ko05418"
"ko:K11304","ko05166"
"ko:K02902","ko03010"
"ko:K00733","ko01100"
"ko:K13878",""
"ko:K00938","ko01110"
"ko:K21449",""
"ko:K10099","ko04141"
"ko:K01207","ko01501"
"ko:K17458",""
"ko:K14609","ko04977"
"ko:K17805",""
"ko:K09013",""
"ko:K02692","ko01100"
"ko:K15388",""
"ko:K14834",""
"ko:K18580",""
"ko:K11845",""
"ko:K16470",""
"ko:K08234",""
"ko:K05221","ko04080"
"ko:K16765",""
"ko:K08916","ko01100"
"ko:K02963","ko03010"
"ko:K17885",""
"ko:K03545",""
"ko:K19951",""
"ko:K10446",""
"ko:K13184",""
"ko:K07226","ko01110"
"ko:K00926","ko01200"
"ko:K09201","ko03083"
"ko:K00809",""
"ko:K06137",""
"ko:K05360","ko01100"
"ko:K20535","ko04016"
"ko:K13217",""
"ko:K03132","ko03022"
"ko:K05193","ko04080"
"ko:K07056",""
"ko:K08903","ko01100"
"ko:K00774",""
"ko:K12323","ko04925"
"ko:K16241","ko04712"
"ko:K09613",""
"ko:K19538",""
"ko:K05955","ko01110"
"ko:K07562","ko03013"
"ko:K18425",""
"ko:K12488","ko04666"
"ko:K07952",""
"ko:K11849","ko04657"
"ko:K16794","ko01100"
"ko:K09578","ko04622"
"ko:K19013","ko04148"
"ko:K17815",""
"ko:K14011","ko04141"
"ko:K01264",""
"ko:K06900","ko01110"
"ko:K10140","ko05226"
"ko:K05015",""
"ko:K20295",""
"ko:K02836",""
"ko:K14319","ko03013"
"ko:K00871","ko04922"
"ko:K17866",""
"ko:K10130","ko04210"
"ko:K15637","ko04668"
"ko:K00861","ko01240"
"ko:K10730",""
"ko:K12404","ko04142"
"ko:K11717","ko01100"
"ko:K13094",""
"ko:K16616",""
"ko:K10667",""
"ko:K14833",""
"ko:K11662","ko03082"
"ko:K08267","ko04150"
"ko:K15692",""
"ko:K04454","ko05418"
"ko:K06130","ko00564"
"ko:K18400",""
"ko:K19269","ko01200"
"ko:K16240","ko04712"
"ko:K05294","ko01100"
"ko:K20346",""
"ko:K14774",""
"ko:K04550","ko05144"
"ko:K06712",""
"ko:K05730","ko05417"
"ko:K04000","ko05322"
"ko:K05720","ko04810"
"ko:K00744","ko01100"
"ko:K18469",""
"ko:K21413",""
"ko:K13953","ko01220"
"ko:K08583","ko05131"
"ko:K04039","ko01110"
"ko:K16495",""
"ko:K16583",""
"ko:K03926",""
"ko:K05630","ko04120"
"ko:K20161",""
"ko:K09574","ko04137"
"ko:K20862","ko01240"
"ko:K20408","ko04150"
"ko:K19921",""
"ko:K17871",""
"ko:K14824",""
"ko:K01227","ko00511"
"ko:K14861",""
"ko:K03963","ko05415"
"ko:K03648","ko05340"
"ko:K04456","ko05418"
"ko:K11147","ko04146"
"ko:K05656","ko04142"
"ko:K15305","ko05203"
"ko:K14649","ko03022"
"ko:K17610",""
"ko:K20352","ko05130"
"ko:K16310",""
"ko:K16128","ko01054"
"ko:K12343","ko01100"
"ko:K08052","ko04014"
"ko:K01745","ko01100"
"ko:K12669","ko04141"
"ko:K12158",""
"ko:K12844","ko03040"
"ko:K11352","ko05415"
"ko:K21439",""
"ko:K00314","ko01100"
"ko:K17583",""
"ko:K00815","ko01110"
"ko:K17734",""
"ko:K11124","ko03015"
"ko:K18172",""
"ko:K13176","ko03013"
"ko:K02014",""
"ko:K20286",""
"ko:K13411","ko04918"
"ko:K12412","ko04111"
"ko:K12541","ko02010"
"ko:K01956","ko01240"
"ko:K06672","ko04111"
"ko:K13277",""
"ko:K05290","ko01100"
"ko:K17411",""
"ko:K20238",""
"ko:K03282",""
"ko:K13507","ko01110"
"ko:K02204","ko01230"
"ko:K14285","ko05164"
"ko:K05715",""
"ko:K03316",""
"ko:K02377","ko01250"
"ko:K19027",""
"ko:K00604","ko01100"
"ko:K22114","ko01110"
"ko:K14606","ko01110"
"ko:K17339",""
"ko:K17877","ko01310"
"ko:K16581",""
"ko:K09508","ko04141"
"ko:K07207","ko05231"
"ko:K03549",""
"ko:K10334",""
"ko:K20278","ko04070"
"ko:K07588","ko04980"
"ko:K07942",""
"ko:K14797",""
"ko:K10353","ko01232"
"ko:K01254","ko01100"
"ko:K02519",""
"ko:K08745","ko04975"
"ko:K12318","ko04970"
"ko:K09534",""
"ko:K15125","ko05133"
"ko:K12021",""
"ko:K11364",""
"ko:K02709","ko01100"
"ko:K15284",""
"ko:K05655","ko02010"
"ko:K02580","ko05418"
"ko:K17902","ko05415"
"ko:K07273",""
"ko:K22370",""
"ko:K00423","ko01100"
"ko:K12882","ko05014"
"ko:K13611",""
"ko:K14394","ko05208"
"ko:K12163",""
"ko:K08494",""
"ko:K11436",""
"ko:K13789","ko01110"
"ko:K09655","ko01100"
"ko:K02213","ko05207"
"ko:K05038","ko04721"
"ko:K01410",""
"ko:K11699",""
"ko:K14172","ko01100"
"ko:K03405","ko01110"
"ko:K00417","ko05415"
"ko:K16309",""
"ko:K17680","ko05017"
"ko:K04517","ko01230"
"ko:K22017",""
"ko:K03057",""
"ko:K01125","ko04142"
"ko:K10272",""
"ko:K02598",""
"ko:K00864","ko04626"
"ko:K11865",""
"ko:K03801","ko01240"
"ko:K08342","ko04140"
"ko:K02027",""
"ko:K06891",""
"ko:K13221",""
"ko:K13206",""
"ko:K17540",""
"ko:K05604","ko01100"
"ko:K16745",""
"ko:K08492","ko04145"
"ko:K13379","ko01250"
"ko:K13119",""
"ko:K03020","ko04623"
"ko:K00643","ko01240"
"ko:K09651",""
"ko:K08817",""
"ko:K10689",""
"ko:K17918","ko04144"
"ko:K15404","ko01110"
"ko:K07080",""
"ko:K16197","ko05203"
"ko:K15121",""
"ko:K10203","ko01212"
"ko:K06259","ko05417"
"ko:K13427","ko04626"
"ko:K08472",""
"ko:K12233",""
"ko:K05995",""
"ko:K15516",""
"ko:K15426",""
"ko:K06978",""
"ko:K01921","ko01502"
"ko:K15429",""
"ko:K19514","ko04614"
"ko:K04994","ko04020"
"ko:K00223","ko01110"
"ko:K00653",""
"ko:K13519","ko01110"
"ko:K21343","ko04137"
"ko:K12626","ko03040"
"ko:K22066",""
"ko:K04962","ko05415"
"ko:K01715","ko01200"
"ko:K08291","ko05032"
"ko:K00052","ko01230"
"ko:K20794",""
"ko:K05795",""
"ko:K07025",""
"ko:K10267",""
"ko:K07748","ko01110"
"ko:K18055",""
"ko:K13834","ko05144"
"ko:K10301",""
"ko:K09507","ko05164"
"ko:K18086","ko04140"
"ko:K01851","ko01110"
"ko:K13766","ko01100"
"ko:K04768",""
"ko:K12544",""
"ko:K04500","ko05415"
"ko:K18263",""
"ko:K06724","ko05171"
"ko:K17512","ko04013"
"ko:K02267","ko05415"
"ko:K17916","ko04814"
"ko:K14852",""
"ko:K11628",""
"ko:K15910","ko01250"
"ko:K15258",""
"ko:K09702",""
"ko:K08041","ko05414"
"ko:K11796",""
"ko:K09835","ko01110"
"ko:K10416","ko05132"
"ko:K14299","ko05014"
"ko:K00632","ko01212"
"ko:K03893",""
"ko:K19704","ko04011"
"ko:K05929","ko00564"
"ko:K06636","ko04114"
"ko:K15893","ko01200"
"ko:K05323",""
"ko:K17795",""
"ko:K15188","ko05202"
"ko:K21889","ko05130"
"ko:K13447","ko04626"
"ko:K02116",""
"ko:K02990","ko03010"
"ko:K08683","ko05022"
"ko:K04461","ko04013"
"ko:K13356","ko04212"
"ko:K17586",""
"ko:K03177",""
"ko:K08803","ko05219"
"ko:K00697","ko01110"
"ko:K04725","ko05222"
"ko:K02886","ko03010"
"ko:K09579",""
"ko:K10990","ko03460"
"ko:K06721",""
"ko:K00858","ko01240"
"ko:K02992","ko03010"
"ko:K03381","ko01220"
"ko:K17989","ko01230"
"ko:K14685","ko04978"
"ko:K17607","ko04138"
"ko:K12586","ko03018"
"ko:K03115","ko05235"
"ko:K20649",""
"ko:K01524","ko01100"
"ko:K13937","ko01200"
"ko:K16469",""
"ko:K06677","ko04111"
"ko:K08746","ko04931"
"ko:K12129","ko04712"
"ko:K18410",""
"ko:K02604","ko04113"
"ko:K05391","ko04626"
"ko:K08121","ko04350"
"ko:K05535","ko01100"
"ko:K13457","ko04626"
"ko:K13979","ko01120"
"ko:K01185",""
"ko:K02105","ko05418"
"ko:K15270",""
"ko:K20824",""
"ko:K13510","ko01100"
"ko:K03143","ko05203"
"ko:K14785",""
"ko:K19718","ko04139"
"ko:K15720",""
"ko:K03441",""
"ko:K08230",""
"ko:K20310",""
"ko:K03418","ko01100"
"ko:K00762","ko01240"
"ko:K04412","ko04392"
"ko:K18733",""
"ko:K20180","ko05132"
"ko:K00621","ko01250"
"ko:K15120",""
"ko:K08489","ko04130"
"ko:K07918",""
"ko:K21147","ko04122"
"ko:K02030",""
"ko:K11842",""
"ko:K02203","ko01230"
"ko:K22075",""
"ko:K15210",""
"ko:K16540",""
"ko:K03688",""
"ko:K00147","ko01230"
"ko:K16219",""
"ko:K21411",""
"ko:K11731","ko01120"
"ko:K21891",""
"ko:K12859","ko03040"
"ko:K12157",""
"ko:K12607","ko03018"
"ko:K09611",""
"ko:K04727","ko04217"
"ko:K18798",""
"ko:K12657","ko01230"
"ko:K16914",""
"ko:K12287",""
"ko:K19308",""
"ko:K01452","ko01100"
"ko:K00336","ko01100"
"ko:K10777","ko03450"
"ko:K11942",""
"ko:K15745","ko01110"
"ko:K03958","ko05415"
"ko:K08752","ko03320"
"ko:K10263",""
"ko:K03126","ko03022"
"ko:K12430",""
"ko:K03105","ko03060"
"ko:K12621","ko03040"
"ko:K11163",""
"ko:K17450","ko01230"
"ko:K11755","ko01230"
"ko:K02933","ko03010"
"ko:K11593","ko04361"
"ko:K11886",""
"ko:K15551","ko02010"
"ko:K20333","ko02024"
"ko:K04683","ko04350"
"ko:K14948",""
"ko:K00900","ko01100"
"ko:K07115",""
"ko:K13855","ko04976"
"ko:K04879",""
"ko:K15171","ko03250"
"ko:K17669",""
"ko:K11088","ko05322"
"ko:K13160",""
"ko:K03876","ko04120"
"ko:K12302","ko05033"
"ko:K11438",""
"ko:K15407",""
"ko:K08281","ko01240"
"ko:K01006","ko01200"
"ko:K02699","ko01100"
"ko:K03123","ko05203"
"ko:K20996","ko05224"
"ko:K15980",""
"ko:K03350","ko05166"
"ko:K13755","ko05032"
"ko:K04839","ko04261"
"ko:K14994",""
"ko:K17656",""
"ko:K14443","ko03018"
"ko:K13679","ko01110"
"ko:K05166","ko04936"
"ko:K12850","ko03040"
"ko:K15544","ko03015"
"ko:K01752","ko01230"
"ko:K14757","ko04961"
"ko:K09628",""
"ko:K13822","ko05144"
"ko:K07939","ko04144"
"ko:K13124",""
"ko:K20033","ko04340"
"ko:K18709",""
"ko:K10085","ko04141"
"ko:K03949","ko05415"
"ko:K03787","ko01232"
"ko:K09284",""
"ko:K04786","ko01053"
"ko:K02427",""
"ko:K14288","ko03013"
"ko:K05312",""
"ko:K20855",""
"ko:K04899",""
"ko:K01044","ko00983"
"ko:K03215",""
"ko:K12659","ko01230"
"ko:K00067","ko01250"
"ko:K11305","ko04550"
"ko:K13295",""
"ko:K10712","ko01100"
"ko:K18752","ko03013"
"ko:K14859",""
"ko:K06058","ko04330"
"ko:K10427","ko05132"
"ko:K05994",""
"ko:K22379",""
"ko:K11068",""
"ko:K13187",""
"ko:K04643",""
"ko:K15078","ko03460"
"ko:K03373","ko01100"
"ko:K01336","ko04138"
"ko:K20298",""
"ko:K06983",""
"ko:K14993",""
"ko:K12386","ko04142"
"ko:K13101",""
"ko:K07263",""
"ko:K14497","ko04931"
"ko:K12624","ko03040"
"ko:K00457","ko01240"
"ko:K01511","ko01232"
"ko:K09014",""
"ko:K14413","ko01100"
"ko:K00835","ko01110"
"ko:K17401",""
"ko:K13171","ko03015"
"ko:K13514","ko00564"
"ko:K18462","ko04144"
"ko:K20804",""
"ko:K17496",""
"ko:K16273","ko04310"
"ko:K19873","ko01100"
"ko:K17315","ko02010"
"ko:K10872","ko04113"
"ko:K12339","ko01230"
"ko:K15334",""
"ko:K03753",""
"ko:K07708","ko02020"
"ko:K20603","ko04016"
"ko:K12006",""
"ko:K06819",""
"ko:K14945",""
"ko:K01764","ko01100"
"ko:K02259","ko04714"
"ko:K11381","ko01210"
"ko:K19901","ko04668"
"ko:K13237","ko04146"
"ko:K09416",""
"ko:K04514","ko05206"
"ko:K01159","ko03440"
"ko:K11374",""
"ko:K07881","ko04152"
"ko:K20870",""
"ko:K02365","ko05166"
"ko:K08829",""
"ko:K00937","ko03018"
"ko:K07915",""
"ko:K12625","ko03040"
"ko:K10259","ko04120"
"ko:K07380","ko04514"
"ko:K16075",""
"ko:K14388",""
"ko:K12118","ko04712"
"ko:K13051","ko01110"
"ko:K07448",""
"ko:K01360",""
"ko:K08328","ko04744"
"ko:K03004","ko03020"
"ko:K02328","ko03440"
"ko:K10143","ko04712"
"ko:K11449","ko05202"
"ko:K02083","ko01120"
"ko:K03317",""
"ko:K08813",""
"ko:K18403",""
"ko:K11550",""
"ko:K19983",""
"ko:K15085",""
"ko:K15122",""
"ko:K09492",""
"ko:K04600",""
"ko:K06065","ko05169"
"ko:K07114",""
"ko:K01343","ko05418"
"ko:K11703","ko01100"
"ko:K14347",""
"ko:K04773",""
"ko:K00808","ko01110"
"ko:K01771","ko01100"
"ko:K02731","ko05022"
"ko:K16634",""
"ko:K02223","ko04728"
"ko:K06993",""
"ko:K09524",""
"ko:K04950","ko04740"
"ko:K11157","ko01100"
"ko:K18643",""
"ko:K15332",""
"ko:K01569","ko01100"
"ko:K07941","ko05135"
"ko:K03427",""
"ko:K17846","ko05207"
"ko:K20844","ko01100"
"ko:K11435",""
"ko:K01387",""
"ko:K08957","ko05226"
"ko:K21065",""
"ko:K16734",""
"ko:K01904","ko01110"
"ko:K17738","ko01100"
"ko:K00011","ko01100"
"ko:K09454",""
"ko:K05313",""
"ko:K00750","ko01110"
"ko:K14674","ko01110"
"ko:K22048",""
"ko:K15430",""
"ko:K01001","ko01100"
"ko:K16422","ko01110"
"ko:K10859",""
"ko:K08789",""
"ko:K12900","ko03040"
"ko:K19385",""
"ko:K05766","ko04810"
"ko:K08597",""
"ko:K18064",""
"ko:K11175","ko01110"
"ko:K14520","ko01120"
"ko:K07117",""
"ko:K01741",""
"ko:K21852",""
"ko:K07575",""
"ko:K01751",""
"ko:K19985",""
"ko:K10631",""
"ko:K21572",""
"ko:K03118","ko03070"
"ko:K12848","ko03040"
"ko:K03542","ko01100"
"ko:K03127","ko03022"
"ko:K06620","ko05226"
"ko:K20940","ko01110"
"ko:K07750","ko01110"
"ko:K14713","ko05012"
"ko:K15450",""
"ko:K22071",""
"ko:K09666","ko01100"
"ko:K11673","ko03082"
"ko:K01389","ko05010"
"ko:K01303",""
"ko:K08870",""
"ko:K07342","ko05110"
"ko:K00995","ko01100"
"ko:K09833","ko01240"
"ko:K13431","ko03060"
"ko:K10733",""
"ko:K18342",""
"ko:K00866","ko01100"
"ko:K11228","ko04011"
"ko:K17975",""
"ko:K04954","ko04929"
"ko:K20606","ko04016"
"ko:K16610",""
"ko:K01685","ko01100"
"ko:K00798","ko04980"
"ko:K22074",""
"ko:K01403","ko05418"
"ko:K14771",""
"ko:K17913","ko01110"
"ko:K10390","ko04814"
"ko:K06958",""
"ko:K04419","ko04932"
"ko:K14214",""
"ko:K13960","ko03460"
"ko:K04707","ko05220"
"ko:K05740","ko05131"
"ko:K17924",""
"ko:K01212","ko00500"
"ko:K05531","ko01100"
"ko:K19953",""
"ko:K21367","ko00542"
"ko:K09516","ko00830"
"ko:K05195","ko04080"
"ko:K18573",""
"ko:K14530","ko03008"
"ko:K10776","ko03410"
"ko:K07034",""
"ko:K06916",""
"ko:K01996","ko02024"
"ko:K12321","ko04744"
"ko:K20892",""
"ko:K00868","ko01240"
"ko:K18808",""
"ko:K12307","ko04142"
"ko:K19584",""
"ko:K07336",""
"ko:K20183","ko05132"
"ko:K03511","ko05226"
"ko:K14399","ko03015"
"ko:K03794","ko01240"
"ko:K21349",""
"ko:K13346","ko04146"
"ko:K01332","ko05322"
"ko:K09602",""
"ko:K09671","ko00533"
"ko:K18740",""
"ko:K10086","ko04141"
"ko:K21278","ko05418"
"ko:K18693","ko01110"
"ko:K17285","ko01100"
"ko:K00979","ko01250"
"ko:K20972","ko02025"
"ko:K02687",""
"ko:K04817","ko04080"
"ko:K14714","ko05012"
"ko:K05539",""
"ko:K09861",""
"ko:K12846","ko03040"
"ko:K01611","ko01110"
"ko:K06221",""
"ko:K01686","ko01100"
"ko:K03358","ko05166"
"ko:K17455",""
"ko:K00969","ko01240"
"ko:K17925",""
"ko:K03379","ko01220"
"ko:K08889","ko04520"
"ko:K00259","ko01100"
"ko:K16724",""
"ko:K11530","ko02024"
"ko:K02426",""
"ko:K19040",""
"ko:K05743","ko05170"
"ko:K10404","ko04814"
"ko:K01598","ko01240"
"ko:K00544","ko01110"
"ko:K04880",""
"ko:K00573",""
"ko:K10441","ko02010"
"ko:K08501","ko04130"
"ko:K00303","ko01100"
"ko:K00657","ko04216"
"ko:K03828",""
"ko:K16131","ko01054"
"ko:K11749","ko04112"
"ko:K08506","ko04130"
"ko:K00362","ko01310"
"ko:K11884",""
"ko:K06901",""
"ko:K01480","ko01110"
"ko:K15286",""
"ko:K17604",""
"ko:K09967",""
"ko:K13279","ko05146"
"ko:K00510","ko05418"
"ko:K08894",""
"ko:K00874","ko01200"
"ko:K13499","ko01100"
"ko:K02169","ko01240"
"ko:K11878",""
"ko:K20692","ko04624"
"ko:K06626","ko05226"
"ko:K00315","ko01100"
"ko:K12502","ko01240"
"ko:K09484","ko01100"
"ko:K05694","ko04520"
"ko:K09187","ko04934"
"ko:K09022",""
"ko:K07018",""
"ko:K01814","ko01230"
"ko:K01094","ko01100"
"ko:K14311","ko05014"
"ko:K09166",""
"ko:K17289",""
"ko:K01758","ko01230"
"ko:K08132","ko04974"
"ko:K12620","ko03018"
"ko:K20069",""
"ko:K20068",""
"ko:K14301","ko05014"
"ko:K17757",""
"ko:K17930",""
"ko:K08958","ko04341"
"ko:K20289",""
"ko:K01779","ko01100"
"ko:K02055","ko02024"
"ko:K16833",""
"ko:K01116","ko05417"
"ko:K15499",""
"ko:K03341","ko01100"
"ko:K10527","ko01212"
"ko:K10248","ko01212"
"ko:K19791",""
"ko:K00454","ko01110"
"ko:K19224",""
"ko:K01919","ko01240"
"ko:K11752","ko02024"
"ko:K13251","ko04141"
"ko:K06949","ko01100"
"ko:K16475",""
"ko:K11392",""
"ko:K01684","ko01120"
"ko:K01246","ko03410"
"ko:K05770","ko05166"
"ko:K13120",""
"ko:K19329",""
"ko:K13185",""
"ko:K06267","ko04512"
"ko:K04422","ko04361"
"ko:K10054","ko05221"
"ko:K12589","ko03018"
"ko:K15458",""
"ko:K05590",""
"ko:K15687",""
"ko:K12870","ko03040"
"ko:K11996","ko04122"
"ko:K04023",""
"ko:K08515","ko04130"
"ko:K17254",""
"ko:K08177",""
"ko:K11969",""
"ko:K00597","ko04980"
"ko:K11976",""
"ko:K07552",""
"ko:K01578","ko04936"
"ko:K10904",""
"ko:K16384","ko01052"
"ko:K02077",""
"ko:K00913","ko04070"
"ko:K09761",""
"ko:K09640",""
"ko:K19469",""
"ko:K12440",""
"ko:K08595",""
"ko:K11269",""
"ko:K18703",""
"ko:K11341","ko03082"
"ko:K12476","ko04144"
"ko:K06792",""
"ko:K13669","ko01100"
"ko:K17575",""
"ko:K12162",""
"ko:K22184","ko03082"
"ko:K00051","ko01200"
"ko:K02051",""
"ko:K16761",""
"ko:K09265","ko04011"
"ko:K13753",""
"ko:K07456","ko03430"
"ko:K17601",""
"ko:K12755","ko05132"
"ko:K11687","ko03410"
"ko:K14995","ko04150"
"ko:K02040","ko05152"
"ko:K15181","ko03250"
"ko:K07095",""
"ko:K05010",""
"ko:K19001",""
"ko:K02207","ko04120"
"ko:K09142",""
"ko:K02579","ko01100"
"ko:K04794",""
"ko:K15498",""
"ko:K11876",""
"ko:K18405",""
"ko:K22502","ko01110"
"ko:K12200","ko04144"
"ko:K05109","ko04360"
"ko:K19267","ko01240"
"ko:K08614",""
"ko:K12181",""
"ko:K06947",""
"ko:K01497","ko02024"
"ko:K19500","ko04148"
"ko:K21971",""
